State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,31-03-2024,3467,3745,3606
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,07-04-2024,2446,2805,2625
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,14-04-2024,3084,3207,3145
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,21-04-2024,2493,2618,2555
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,28-04-2024,2795,3221,3008
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,05-05-2024,2354,2465,2409
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,12-05-2024,2041,2348,2194
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,19-05-2024,1670,1965,1817
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,26-05-2024,2766,3234,3000
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,02-06-2024,4493,4775,4634
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,09-06-2024,3678,3822,3750
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,16-06-2024,3760,3971,3865
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,23-06-2024,2158,2272,2215
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,30-06-2024,1413,1639,1526
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,07-07-2024,4170,4621,4395
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,14-07-2024,4018,4302,4160
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,21-07-2024,1450,1770,1610
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,28-07-2024,3399,3872,3635
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,04-08-2024,4024,4422,4223
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,11-08-2024,4149,4507,4328
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,18-08-2024,4635,5005,4820
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,25-08-2024,4402,4675,4538
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,01-09-2024,4807,5105,4956
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,08-09-2024,1655,1965,1810
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,15-09-2024,1489,1719,1604
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,22-09-2024,4463,4812,4637
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,29-09-2024,3069,3220,3144
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,06-10-2024,1586,1841,1713
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,13-10-2024,2854,3344,3099
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,20-10-2024,4276,4444,4360
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,27-10-2024,4675,5157,4916
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,03-11-2024,4464,4626,4545
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,10-11-2024,1999,2189,2094
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,17-11-2024,3310,3566,3438
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,24-11-2024,4432,4681,4556
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,01-12-2024,2862,3030,2946
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,08-12-2024,2530,2633,2581
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,15-12-2024,3434,3774,3604
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,22-12-2024,1371,1796,1583
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,29-12-2024,4211,4421,4316
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,05-01-2025,4319,4525,4422
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,12-01-2025,3787,4169,3978
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,19-01-2025,1951,2205,2078
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,26-01-2025,4540,4882,4711
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,02-02-2025,2083,2441,2262
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,09-02-2025,4193,4647,4420
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,16-02-2025,4112,4401,4256
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,23-02-2025,4903,5357,5130
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,02-03-2025,3548,3967,3757
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,09-03-2025,1730,2199,1964
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,16-03-2025,4653,4839,4746
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,23-03-2025,3447,3737,3592
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,30-03-2025,4203,4454,4328
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,06-04-2025,3783,3928,3855
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,13-04-2025,4357,4744,4550
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,20-04-2025,3310,3809,3559
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,27-04-2025,3792,4027,3909
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,04-05-2025,3688,4034,3861
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,11-05-2025,2801,3098,2949
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,18-05-2025,2413,2893,2653
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,25-05-2025,4215,4608,4411
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,01-06-2025,1719,2155,1937
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,08-06-2025,2127,2618,2372
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,15-06-2025,3660,3943,3801
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,22-06-2025,1624,1961,1792
Andhra Pradesh,Srikakulam,Srikakulam Mandi,Tomato,Local,FAQ,29-06-2025,3431,3633,3532
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,01-01-2023,2865,3303,3084
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,08-01-2023,3657,3835,3746
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,15-01-2023,2048,2240,2144
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,22-01-2023,3236,3620,3428
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,29-01-2023,1502,1867,1684
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,05-02-2023,3262,3594,3428
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,12-02-2023,4473,4808,4640
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,19-02-2023,4322,4737,4529
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,26-02-2023,4323,4723,4523
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,05-03-2023,3908,4109,4008
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,12-03-2023,2181,2332,2256
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,19-03-2023,3250,3480,3365
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,26-03-2023,3437,3741,3589
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,02-04-2023,4466,4822,4644
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,09-04-2023,1528,1805,1666
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,16-04-2023,4530,4816,4673
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,23-04-2023,4866,5319,5092
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,30-04-2023,3375,3599,3487
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,07-05-2023,2578,3028,2803
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,14-05-2023,3605,3788,3696
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,21-05-2023,2208,2588,2398
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,28-05-2023,1934,2205,2069
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,04-06-2023,2640,2842,2741
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,11-06-2023,2136,2548,2342
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,18-06-2023,4067,4459,4263
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,25-06-2023,3730,4111,3920
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,02-07-2023,4366,4824,4595
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,09-07-2023,4330,4448,4389
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,16-07-2023,2841,3223,3032
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,23-07-2023,2401,2800,2600
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,30-07-2023,3010,3259,3134
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,06-08-2023,4855,5041,4948
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,13-08-2023,2971,3168,3069
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,20-08-2023,3263,3674,3468
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,27-08-2023,4774,4971,4872
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,03-09-2023,1844,2170,2007
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,10-09-2023,4696,4957,4826
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,17-09-2023,4201,4485,4343
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,24-09-2023,2012,2488,2250
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,01-10-2023,2215,2431,2323
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,08-10-2023,3390,3771,3580
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,15-10-2023,4935,5357,5146
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,22-10-2023,4300,4579,4439
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,29-10-2023,3189,3469,3329
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,05-11-2023,2494,2880,2687
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,12-11-2023,1779,2007,1893
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,19-11-2023,3519,3780,3649
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,26-11-2023,3649,3929,3789
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,03-12-2023,2392,2765,2578
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,10-12-2023,1494,1853,1673
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,17-12-2023,5069,5284,5176
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,24-12-2023,2660,3092,2876
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,31-12-2023,4459,4769,4614
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,07-01-2024,3360,3798,3579
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,14-01-2024,3427,3694,3560
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,21-01-2024,1817,1931,1874
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,28-01-2024,3783,4186,3984
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,04-02-2024,1919,2214,2066
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,11-02-2024,2299,2786,2542
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,18-02-2024,4452,4904,4678
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,25-02-2024,3902,4194,4048
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,03-03-2024,4240,4649,4444
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,10-03-2024,4572,4805,4688
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,17-03-2024,2681,3145,2913
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,24-03-2024,3771,4233,4002
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,31-03-2024,3142,3292,3217
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,07-04-2024,2909,3161,3035
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,14-04-2024,2209,2453,2331
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,21-04-2024,3675,4173,3924
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,28-04-2024,4091,4553,4322
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,05-05-2024,2883,3125,3004
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,12-05-2024,4038,4171,4104
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,19-05-2024,4017,4508,4262
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,26-05-2024,3623,3976,3799
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,02-06-2024,3111,3386,3248
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,09-06-2024,3870,4333,4101
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,16-06-2024,4611,4723,4667
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,23-06-2024,2344,2719,2531
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,30-06-2024,4362,4569,4465
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,07-07-2024,2380,2631,2505
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,14-07-2024,4667,4942,4804
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,21-07-2024,1804,2267,2035
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,28-07-2024,3940,4280,4110
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,04-08-2024,4259,4372,4315
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,11-08-2024,4616,5030,4823
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,18-08-2024,4818,5217,5017
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,25-08-2024,4541,4651,4596
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,01-09-2024,1562,2042,1802
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,08-09-2024,3587,3906,3746
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,15-09-2024,2996,3269,3132
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,22-09-2024,1507,1866,1686
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,29-09-2024,2195,2323,2259
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,06-10-2024,3356,3740,3548
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,13-10-2024,4149,4620,4384
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,20-10-2024,1647,2025,1836
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,27-10-2024,3803,4074,3938
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,03-11-2024,4370,4733,4551
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,10-11-2024,2237,2585,2411
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,17-11-2024,3618,3817,3717
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,24-11-2024,3163,3570,3366
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,01-12-2024,4399,4534,4466
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,08-12-2024,1397,1679,1538
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,15-12-2024,4112,4376,4244
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,22-12-2024,4151,4488,4319
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,29-12-2024,3243,3509,3376
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,05-01-2025,1983,2112,2047
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,12-01-2025,3242,3671,3456
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,19-01-2025,3251,3504,3377
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,26-01-2025,4092,4388,4240
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,02-02-2025,3310,3806,3558
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,09-02-2025,3375,3738,3556
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,16-02-2025,3736,3980,3858
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,23-02-2025,3171,3605,3388
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,02-03-2025,2007,2169,2088
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,09-03-2025,4041,4224,4132
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,16-03-2025,2592,2825,2708
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,23-03-2025,1797,2215,2006
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,30-03-2025,5141,5368,5254
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,06-04-2025,3981,4368,4174
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,13-04-2025,3413,3692,3552
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,20-04-2025,3791,3903,3847
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,27-04-2025,1902,2271,2086
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,04-05-2025,4658,5133,4895
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,11-05-2025,4548,4904,4726
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,18-05-2025,3913,4394,4153
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,25-05-2025,4572,4703,4637
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,01-06-2025,3198,3644,3421
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,08-06-2025,2698,3076,2887
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,15-06-2025,2605,2734,2669
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,22-06-2025,2972,3215,3093
Andhra Pradesh,Tirupati,Tirupati Mandi,Tomato,Local,FAQ,29-06-2025,3746,4202,3974
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,01-01-2023,4304,4684,4494
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,08-01-2023,2737,3221,2979
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,15-01-2023,1725,2161,1943
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,22-01-2023,3937,4222,4079
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,29-01-2023,3587,3946,3766
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,05-02-2023,3321,3466,3393
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,12-02-2023,1714,1974,1844
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,19-02-2023,4899,5386,5142
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,26-02-2023,4666,5106,4886
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,05-03-2023,3285,3576,3430
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,12-03-2023,2686,2922,2804
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,19-03-2023,2132,2419,2275
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,26-03-2023,1781,1884,1832
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,02-04-2023,2961,3086,3023
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,09-04-2023,4273,4638,4455
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,16-04-2023,4256,4480,4368
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,23-04-2023,3140,3534,3337
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,30-04-2023,3572,3946,3759
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,07-05-2023,4142,4455,4298
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,14-05-2023,4674,5149,4911
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,21-05-2023,4730,5033,4881
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,28-05-2023,4384,4558,4471
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,04-06-2023,2831,3234,3032
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,11-06-2023,2342,2715,2528
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,18-06-2023,4565,4893,4729
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,25-06-2023,4637,5004,4820
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,02-07-2023,4263,4616,4439
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,09-07-2023,4561,4747,4654
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,16-07-2023,2428,2915,2671
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,23-07-2023,3946,4442,4194
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,30-07-2023,2185,2618,2401
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,06-08-2023,1813,2304,2058
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,13-08-2023,4029,4402,4215
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,20-08-2023,1450,1758,1604
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,27-08-2023,4670,4776,4723
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,03-09-2023,1593,2060,1826
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,10-09-2023,2903,3092,2997
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,17-09-2023,2629,2887,2758
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,24-09-2023,4838,5219,5028
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,01-10-2023,4560,4947,4753
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,08-10-2023,1804,2029,1916
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,15-10-2023,3702,3904,3803
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,22-10-2023,5055,5341,5198
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,29-10-2023,4489,4692,4590
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,05-11-2023,4182,4585,4383
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,12-11-2023,3817,4026,3921
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,19-11-2023,3205,3307,3256
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,26-11-2023,1512,2000,1756
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,03-12-2023,3180,3631,3405
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,10-12-2023,3087,3533,3310
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,17-12-2023,3992,4246,4119
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,24-12-2023,2854,3021,2937
Andhra Pradesh,Tirupati,Tirupati Mandi,Groundnut,Local,FAQ,31-12-2023,3625,3937,3781
